time,setpoint,measured,err,sum_err,der,output,l_speed,r_speed,rolling_mean
5.824,80,85.6329,-5.63289,0.165749,-24.2366,-0.221817,3.36182,2.91818,0.0379463
5.856,80,80.0685,-0.0685116,0.164105,26.9805,0.190875,2.94913,3.33087,0.0373645
5.888,80,80.2148,-0.21477,0.158951,20.3656,0.14271,2.99729,3.28271,0.0359942
5.92,80,78.8635,1.13651,0.186227,27.5532,0.205838,2.93416,3.34584,0.041943
5.952,80,83.4661,-3.4661,0.10304,-16.3126,-0.146393,3.28639,2.99361,0.0230825
5.984,80,82.4282,-2.4282,0.0447636,-4.40092,-0.0528843,3.19288,3.08712,0.00997406
6.016,80,76.911,3.08901,0.1189,42.456,0.32873,2.81127,3.46873,0.0263519
6.048,80,85.2473,-5.24729,-0.00703525,-35.5043,-0.298616,3.43862,2.84138,-0.00155098
6.08,80,78.8442,1.15577,0.0207032,24.9554,0.187145,2.95285,3.32715,0.00454017
6.112,80,76.4828,3.51721,0.105116,39.643,0.312628,2.82737,3.45263,0.0229311
6.144,80,76.0578,3.94222,0.19973,35.2561,0.285665,2.85434,3.42566,0.0433441
6.176,80,71.1344,8.86555,0.412503,69.2327,0.571137,2.56886,3.71114,0.089055
6.208,80,81.1112,-1.11122,0.385834,-27.7536,-0.205393,3.34539,2.93461,0.082868
6.24,80,77.4953,2.50473,0.445947,7.92997,0.0799621,3.06004,3.21996,0.0952878
6.272,80,79.4448,0.555214,0.459272,-9.90195,-0.0637954,3.2038,3.0762,0.0976344
6.304,80,82.1189,-2.11886,0.408419,-30.2055,-0.231757,3.37176,2.90824,0.0863831
6.336,80,77.6838,2.31621,0.464008,12.7945,0.112758,3.02724,3.25276,0.0976449
6.368,80,88.0929,-8.09295,0.269778,-76.5074,-0.613737,3.75374,2.52626,0.0564861
6.4,80,73.9725,6.02751,0.414438,56.4646,0.455202,2.6848,3.5952,0.0863412
6.432,80,77.5817,2.41831,0.472477,15.095,0.129989,3.01001,3.26999,0.097943
6.464,80,83.9536,-3.95364,0.37759,-41.0236,-0.32495,3.46495,2.81505,0.0778857
6.496,80,83.0231,-3.02307,0.305036,-25.0641,-0.203789,3.34379,2.93621,0.0626101
6.528,80,88.8387,-8.83866,0.0929084,-68.5145,-0.564365,3.70437,2.57563,0.0189764
6.56,80,79.0989,0.901068,0.114534,26.3528,0.195015,2.94499,3.33501,0.0232793
6.592,80,80.2821,-0.282061,0.107765,11.2228,0.0772272,3.06277,3.21723,0.021797
6.624,80,80.1215,-0.121453,0.10485,10.3166,0.0722487,3.06775,3.21225,0.021105
6.656,80,76.3214,3.67859,0.193136,39.9204,0.316296,2.8237,3.4563,0.0386891
6.688,80,80.9536,-0.953562,0.17025,-6.665,-0.0552833,3.19528,3.08472,0.0339415
6.72,80,84.8436,-4.84362,0.0540035,-37.7492,-0.310702,3.4507,2.8293,0.010715
6.752,80,75.3802,4.61981,0.164879,48.6626,0.386581,2.75342,3.52658,0.032559
6.784,80,83.448,-3.44798,0.0821274,-28.3015,-0.231172,3.37117,2.90883,0.0161414
6.816,80,83.9388,-3.93883,-0.0124046,-26.7316,-0.224745,3.36475,2.91525,-0.00242656
6.848,80,78.8218,1.17822,0.0158728,21.2568,0.161148,2.97885,3.30115,0.0030905
6.88,80,82.2678,-2.26778,-0.0385539,-11.7113,-0.103436,3.24344,3.03656,-0.0074717
6.912,80,80.6544,-0.654366,-0.0542587,4.07613,0.0228145,3.11719,3.16281,-0.0104666
6.944,80,69.9756,10.0244,0.186327,92.2506,0.743887,2.39611,3.88389,0.0357771
6.976,80,77.8181,2.18192,0.238693,8.44649,0.0801211,3.05988,3.22012,0.0456218
7.008,80,77.2363,2.76368,0.305021,11.6052,0.10791,3.03209,3.24791,0.058033
7.04,80,74.2667,5.73325,0.442619,34.0306,0.293802,2.8462,3.4338,0.0838294
7.072,80,78.3052,1.69476,0.483294,-6.42965,-0.0288869,3.16889,3.11111,0.0911187
7.104,80,75.2502,4.74975,0.597288,20.3146,0.188283,2.95172,3.32828,0.112104
7.136,80,79.5593,0.440678,0.607864,-19.6573,-0.133469,3.27347,3.00653,0.113577
7.168,80,80.565,-0.564989,0.594304,-24.1064,-0.174058,3.31406,2.96594,0.110548
7.2,80,78.9501,1.0499,0.619502,-5.82771,-0.0300393,3.17004,3.10996,0.114723
7.232,80,81.5262,-1.52622,0.582872,-26.1299,-0.197068,3.33707,2.94293,0.107462
7.264,80,80.5152,-0.515206,0.570508,-12.4787,-0.0913547,3.23135,3.04865,0.104719
7.296,80,80.901,-0.900998,0.548884,-13.1979,-0.0999805,3.23998,3.04002,0.100308
7.328,80,81.7845,-1.7845,0.506056,-17.9208,-0.141493,3.28149,2.99851,0.0920771
7.36,80,76.6565,3.34346,0.586299,28.3963,0.232814,2.90719,3.37281,0.106214
7.392,80,82.4913,-2.49127,0.526508,-25.9057,-0.204328,3.34433,2.93567,0.094969
7.424,80,75.4057,4.59433,0.636772,38.3221,0.314491,2.82551,3.45449,0.114363
7.456,80,78.1986,1.80141,0.680006,7.38333,0.0704315,3.06957,3.21043,0.121603
7.488,80,74.3726,5.6274,0.815064,37.7899,0.32053,2.81947,3.46053,0.145132
7.52,80,82.3517,-2.35165,0.758624,-36.2602,-0.275717,3.41572,2.86428,0.134508
7.552,80,81.8001,-1.80012,0.715421,-24.4121,-0.186992,3.32699,2.95301,0.12631
7.584,80,75.4817,4.51834,0.823861,33.1242,0.277541,2.86246,3.41754,0.144842
7.616,80,81.71,-1.70998,0.782822,-25.4033,-0.193006,3.33301,2.94699,0.137049
7.648,80,85.3484,-5.3484,0.65446,-50.6428,-0.404815,3.54481,2.73519,0.114097
7.68,80,77.6522,2.34778,0.710807,23.6205,0.190396,2.9496,3.3304,0.123404
7.712,80,77.6434,2.3566,0.767365,18.9699,0.157711,2.98229,3.29771,0.13267
7.744,80,76.8232,3.17682,0.843609,22.0111,0.186843,2.95316,3.32684,0.145249
7.776,80,76.0227,3.9773,0.939064,24.2796,0.210381,2.92962,3.35038,0.161019
7.808,80,77.7064,2.29356,0.994109,5.3925,0.0616641,3.07834,3.20166,0.169759
7.84,80,73.1736,6.82645,1.15794,42.0881,0.362733,2.77727,3.50273,0.196929
7.872,80,80.8342,-0.834186,1.13792,-30.1682,-0.217844,3.35784,2.92216,0.192738
7.904,80,85.3179,-5.3179,1.01029,-61.4988,-0.480383,3.62038,2.65962,0.170427
7.936,80,84.2044,-4.2044,0.909388,-39.9199,-0.317872,3.45787,2.82213,0.152787
7.968,80,79.8563,0.143656,0.912836,4.2979,0.0343328,3.10567,3.17433,0.15275
8,80,79.1013,0.898749,0.934406,9.73077,0.079655,3.06035,3.21965,0.155734
8.032,80,77.1256,2.87441,1.00339,24.2485,0.200418,2.93958,3.34042,0.166566
8.064,80,84.5543,-4.55428,0.894089,-42.507,-0.339381,3.47938,2.80062,0.147832
8.096,80,84.9083,-4.9083,0.77629,-36.9558,-0.303601,3.4436,2.8364,0.127847
8.128,80,79.7259,0.274108,0.782868,13.6221,0.101151,3.03885,3.24115,0.128423
8.16,80,79.8444,0.155616,0.786603,9.91027,0.073815,3.06619,3.21381,0.12853
8.192,80,86.8543,-6.85432,0.6221,-50.4879,-0.417364,3.55736,2.72264,0.101253
8.224,80,81.8189,-1.81886,0.578447,1.57184,-0.00358675,3.14359,3.13641,0.0937819
8.256,80,76.9912,3.00877,0.650657,41.4877,0.322673,2.81733,3.46267,0.10508
8.288,80,81.6629,-1.6629,0.610748,-5.74038,-0.0538612,3.19386,3.08614,0.0982542
8.32,80,78.6203,1.37971,0.643861,20.7627,0.161259,2.97874,3.30126,0.103183
8.352,80,78.177,1.82303,0.687614,20.3046,0.16213,2.97787,3.30213,0.109772
8.384,80,77.8308,2.16918,0.739674,19.1282,0.157066,2.98293,3.29707,0.117633
8.416,80,82.1204,-2.12042,0.688784,-20.4441,-0.161858,3.30186,2.97814,0.109123
8.448,80,77.1174,2.88256,0.757965,25.3362,0.207491,2.93251,3.34749,0.119628
8.48,80,82.1621,-2.16208,0.706075,-21.7697,-0.171569,3.31157,2.96843,0.111018
8.512,80,79.79,0.210011,0.711116,2.35167,0.0205737,3.11943,3.16057,0.11139
8.544,80,74.9282,5.07183,0.83284,42.3965,0.348196,2.7918,3.4882,0.129969
8.576,80,81.3331,-1.33312,0.800845,-19.4574,-0.147466,3.28747,2.99253,0.124509
8.608,80,79.9026,0.0974154,0.803183,-3.64479,-0.0226312,3.16263,3.11737,0.124409
8.64,80,75.363,4.63701,0.914471,34.9141,0.29154,2.84846,3.43154,0.141122
8.672,80,83.2407,-3.24074,0.836693,-37.7166,-0.293807,3.43381,2.84619,0.128643
8.704,80,77.7532,2.24681,0.890617,15.5563,0.132907,3.00709,3.27291,0.13643
8.736,80,78.5974,1.40262,0.924279,5.41007,0.0535703,3.08643,3.19357,0.141068
8.768,80,79.5288,0.47123,0.935589,-3.43349,-0.0173922,3.15739,3.12261,0.142273
8.8,80,79.8356,0.164386,0.939534,-5.30382,-0.0333845,3.17338,3.10662,0.142354
8.832,80,77.1204,2.87957,1.00864,18.3835,0.158956,2.98104,3.29896,0.152271
8.864,80,87.4875,-7.48753,0.828943,-71.6857,-0.572552,3.71255,2.56745,0.124691
8.896,80,84.2008,-4.2008,0.728124,-29.9591,-0.247835,3.38784,2.89216,0.109131
8.928,80,83.2738,-3.27382,0.649552,-16.2425,-0.142604,3.2826,2.9974,0.097006
8.96,80,80.7762,-0.776182,0.630924,7.81965,0.050182,3.08982,3.19018,0.0938875
8.992,80,81.4723,-1.47231,0.595589,0.454638,-0.00832859,3.14833,3.13167,0.0883138
9.024,80,87.4562,-7.45619,0.41664,-49.5019,-0.416388,3.55639,2.72361,0.0615603
9.056,80,78.5067,1.49326,0.452478,34.9772,0.262372,2.87763,3.40237,0.0666193
9.088,80,81.6129,-1.6129,0.413769,2.09709,0.00151468,3.13849,3.14151,0.0607055
9.12,80,75.8704,4.12963,0.51288,49.5321,0.389321,2.75068,3.52932,0.0749824
9.152,80,79.873,0.127043,0.515929,6.27077,0.047016,3.09298,3.18702,0.0751645
